万科四季花城|(顺义顺义城)望泉家园|45795|2006年建成|板楼/塔板结合|1.2至1.8元/平米/月|北京万科物业管理有限公司|万科房地产开发有限公司|43栋
东交民巷30号院|(东城前门)正义路东交民巷30号院|103661|1990年建成|塔板结合|暂无信息|街道办事处（委员会）代管物业|无开发商|1栋
东冠英胡同|(西城官园)新街口街道东冠英胡同|100184|1959年建成|塔楼/板楼/平房|1.45元/平米/月|无物业管理服务|北京天恒房地产股份有限公司|16栋
礼士胡同|(东城金宝街)礼士胡同|146136|1970年建成|平房|暂无信息|无物业管理服务|无开发商|52栋
复康南里|(东城天坛)复康南里|90403|1979年建成|板楼|暂无信息|暂无信息|暂无信息|4栋
灵光胡同甲28号院|(东城安定门)灵光胡同甲28号院|84858|1981年建成|板楼|暂无信息|业主自筹物业|无开发商|1栋
多福巷|(东城灯市口)多福巷|213298|2007年建成|板楼/平房|暂无信息|暂无信息|暂无信息|8栋
忠实里四巷|(东城广渠门)忠实里四巷|82823|1983年建成|板楼|暂无信息|无物业管理服务|暂无信息|1栋
西打磨厂街|(东城崇文门)西打磨厂街3号|65233|1970年建成|板楼|2元/平米/月|街道办事处（委员会）代管物业|无开发商|5栋
前门东大街1号|(东城前门)前门东大街1号|98202|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|1栋
桃园东里17号院|(东城永定门)桃园东里17号院|76384|1980年建成|板楼|暂无信息|暂无信息|暂无信息|4栋
雍和大厦|(东城东直门)安定门东大街28号|52946|2003年建成|塔板结合|6.78元/平米/月|北京雍和瑞景物业管理有限公司|北京永利多房地产有限公司|1栋
三元街11号|(东城陶然亭)永外街道, 三元街|63079|1979年建成|板楼|0.3元/平米/月|房管所代管物业|北京城市建设工程开发有限公司|1栋
南锣鼓巷|(东城地安门)南锣鼓巷|110938|1990年建成|板楼/平房|暂无信息|业主自筹物业|无开发商|38栋
广和里八巷|(东城广渠门)广和里八巷|56194|1988年建成|板楼|暂无信息|暂无信息|暂无信息|1栋
天坛东里|(东城天坛)天坛东里50号|95041|1980年建成|板楼|暂无信息|暂无信息|暂无信息|2栋
东交民巷11号院|(东城前门)东交民巷东交民巷11号院|110328|1975年建成|板楼|暂无信息|街道办事处（委员会）代管物业|无开发商|3栋
东四二条11号院|(东城东四)东四二条11号院|104884|1985年建成|板楼|暂无信息|暂无信息|暂无信息|2栋
东交民巷21号院|(东城前门)台基厂大街东交民巷21号院|103362|1980年建成|板楼|暂无信息|街道办事处（委员会）代管物业|无开发商|1栋
三元街甲19号院|(东城陶然亭)三元街甲19号院|72862|1970年建成|板楼|0.3元/平米/月|房管所代管物业|北京城市开发股份有限公司|3栋
豆角胡同|(东城地安门)豆角胡同|135673|1984年建成|板楼|暂无信息|业主自筹物业|无开发商|51栋
禄米仓东巷|(东城朝阳门内)禄米仓东巷|暂无参考均价|2016年建成|未知类型|暂无信息|暂无信息|北京住总房地产有限公司|16栋
东四十四条|(东城东四)东四十四条|暂无参考均价|1988年建成|平房|暂无信息|无物业管理服务|无开发商|64栋
三元街19号|(东城陶然亭)三元街19号|66780|1979年建成|板楼|0.3元/平米/月|房管所代管物业|北京城市开发股份有限公司|4栋
东直门内南小街|(东城东四)东直门内南小街, 东直门南小街|141436|2002年建成|板楼/平房|暂无信息|暂无信息|北京住总集团有限责任公司|38栋
柏林寺|(东城东直门)戏楼胡同1号(雍和宫东侧)|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|1栋
东湖别墅|(东城东直门)东直门外大街35号|暂无参考均价|2010年建成|塔板结合|暂无信息|暂无信息|暂无信息|4栋
交道口南大街|(东城地安门)交道口南大街69号|暂无参考均价|1985年建成|板楼/平房|暂无信息|无物业管理服务|无开发商|41栋
东旺胡同|(东城交道口)东旺胡同|暂无参考均价|暂无信息|平房|暂无信息|无物业管理服务|暂无信息|15栋
交道口北头条|(东城交道口)交道口北头条|暂无参考均价|1960年建成|平房|暂无信息|无物业管理服务|暂无信息|39栋
方家胡同|(东城交道口)方家胡同|暂无参考均价|1960年建成|平房|暂无信息|无物业管理服务|暂无信息|40栋
使馆壹号院|(东城东直门)东直门香河园3号|暂无参考均价|2012年建成|板楼|8元/平米/月|北京高力国际物业服务有限公司|北京香园大道实业有限公司|3栋
霞公府|(东城东单)霞公府街3号|暂无参考均价|2010年建成|板楼|18元/平米/月|世邦魏理仕物业有限公司|北京紫金世纪置业有限责任公司|2栋
流水巷|(东城东四)流水巷|138129|1970年建成|平房|暂无信息|暂无信息|暂无信息|60栋
草厂九条|(东城崇文门)西兴隆街草厂九条|127225|1965年建成|平房|暂无信息|街道办事处（委员会）代管物业|无开发商|32栋
侯位胡同10号院|(东城建国门外)侯位胡同10号院|111049|1980年建成|板楼|暂无信息|暂无信息|暂无信息|1栋
鼓楼东大街191|(东城东四)鼓楼东大街191|141807|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|1栋
天玉大厦|(东城广渠门)天玉大厦, 光明路11号|68980|1997年建成|塔楼|3元/平米/月|北京天玉达物业管理有限公司|北京中天亿房地产开发有限公司|1栋
阳春胡同|(东城东四)阳春胡同|165158|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|2栋
奋章胡同|(东城崇文门)奋章胡同|93209|1999年建成|板楼|暂无信息|暂无信息|暂无信息|18栋
崇文门西小街|(东城崇文门)崇文门西小街1号院|56149|1979年建成|塔楼|暂无信息|街道办事处（委员会）代管物业|无开发商|1栋
酱房东夹道|(东城东直门)酱房东夹道|136036|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|2栋
薛家湾胡同|(东城崇文门)薛家湾胡同|277449|暂无信息|平房|暂无信息|暂无信息|暂无信息|5栋
体育馆西路55号|(东城左安门)体育馆西路55号|80680|1980年建成|板楼|暂无信息|暂无信息|暂无信息|1栋
丹耀大厦|(东城东单)王府井大街176号|130699|2002年建成|塔楼|暂无信息|暂无信息|暂无信息|1栋
宝轩大厦|(东城东花市)东花市北里中区15号楼|99508|1998年建成|塔楼|4.16元/平米/月|北京天鸿宝地物业管理经营有限公司|北京首开天鸿集团有限公司|1栋
东罗圈胡同北|(东城金宝街)东罗圈胡同北|暂无参考均价|1958年建成|板楼|0.5元/平米/月|单位自管物业|无开发商|1栋
东四六条|(东城东四)东四六条|暂无参考均价|1982年建成|板楼|0.5元/平米/月|暂无信息|暂无信息|71栋
雍和宫大街|(东城东直门)雍和宫大街|暂无参考均价|1990年建成|未知类型|暂无信息|暂无信息|暂无信息|37栋
马园胡同|(东城交道口)马园胡同|暂无参考均价|1960年建成|平房|暂无信息|无物业管理服务|无开发商|9栋
国瑞紫金台|(东城崇文门)崇文门外大街与西花市大街交汇处新世界对面|暂无参考均价|2011年建成|板楼|3.1至5.5元/平米/月|北京国瑞物业管理有限公司|北京国瑞兴业地产有限公司|2栋
北岗子街|(东城崇文门)北岗子街|75286|2003年建成|板楼|暂无信息|暂无信息|暂无信息|40栋
南剪子巷|(东城东四)南剪子巷|暂无参考均价|1989年建成|平房|暂无信息|暂无信息|暂无信息|52栋
仓南胡同5号院|(东城朝阳门内)仓南胡同5号院|暂无参考均价|1985年建成|板楼|暂无信息|暂无信息|暂无信息|5栋
小厂胡同|(东城地安门)小厂胡同|暂无参考均价|暂无信息|板楼|暂无信息|暂无信息|暂无信息|7栋
北新桥二条|(东城东直门)北新桥二条|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|41栋
大方家胡同61号院|(东城朝阳门内)大方家胡同61号院|暂无参考均价|1980年建成|板楼|暂无信息|暂无信息|暂无信息|4栋
新开路胡同|(东城建国门内)新开路胡同|暂无参考均价|1988年建成|板楼/平房|1元/平米/月|无物业管理服务|无开发商|31栋
新中街|(东城工体)新中街|暂无参考均价|1993年建成|板楼|暂无信息|暂无信息|暂无信息|21栋
干面胡同|(东城金宝街)干面胡同|暂无参考均价|1980年建成|板楼/平房|暂无信息|无物业管理服务|无开发商|29栋
大方家胡同36号院|(东城朝阳门内)大方家胡同36号院|暂无参考均价|1976年建成|板楼|暂无信息|暂无信息|暂无信息|2栋
内务部街|(东城金宝街)内务部街|暂无参考均价|1970年建成|板楼/平房|0.1至0.5元/平米/月|无物业管理服务|无开发商|39栋
普渡寺西巷|(东城东单)普渡寺西巷|暂无参考均价|2003年建成|板楼|暂无信息|暂无信息|暂无信息|27栋
大兴胡同|(东城交道口)大兴胡同|暂无参考均价|1960年建成|平房|暂无信息|暂无信息|暂无信息|21栋
东四八条|(东城东四)东四八条|暂无参考均价|1990年建成|平房|暂无信息|暂无信息|暂无信息|61栋
郎家胡同|(东城安定门)朗家胡同|暂无参考均价|1977年建成|平房|暂无信息|暂无信息|暂无信息|14栋
永康胡同|(东城安定门)永康胡同|暂无参考均价|暂无信息|平房|暂无信息|无物业管理服务|无开发商|5栋
东厂北巷2号院|(东城灯市口)东厂北巷2号院|暂无参考均价|1988年建成|塔板结合|暂无信息|无物业管理服务|北京建工地产|1栋
盛德大厦|(东城和平里)安定门外大街86号|暂无参考均价|2014年建成|板楼/塔板结合|9.5元/平米/月|北京盛德恒通物业服务有限公司|北京杰宝房地产开发有限责任公司|3栋
花梗胡同|(东城交道口)花梗胡同|暂无参考均价|1990年建成|平房|暂无信息|无物业管理服务|无开发商|16栋
炮局二条|(东城东直门)炮局二条|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|7栋
朝阳门内小街|(东城朝阳门内)朝阳门内小街|暂无参考均价|1985年建成|板楼|暂无信息|暂无信息|暂无信息|1栋
碾子胡同|(东城东四)碾子胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|64栋
沙滩北街|(东城东四)沙滩北街|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|5栋
银闸胡同20号院|(东城灯市口)银闸胡同20号院|暂无参考均价|1995年建成|板楼|暂无信息|单位自管物业|无开发商|3栋
北河沿甲柒拾柒号|(东城东四)北河沿大街甲77号，故宫东北方向800米|暂无参考均价|2014年建成|板楼|29.77元/平米/月|北京万科物业服务有限公司|北京新铭房地产开发有限公司|1栋
前永康胡同|(东城东直门)前永康胡同|暂无参考均价|1980年建成|平房|暂无信息|无物业管理服务|北京市东城区住宅建设开发公司|21栋
北京商界|(东城崇文门)东兴隆街56号|暂无参考均价|2005年建成|塔楼|暂无信息|暂无信息|北京市兴隆房地产开发公司|2栋
前厂胡同|(东城灯市口)前厂胡同|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|无开发商|9栋
后拐棒胡同|(东城金宝街)后拐棒胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|3栋
大经厂胡同|(东城地安门)大经厂胡同|暂无参考均价|2003年建成|未知类型|暂无信息|暂无信息|暂无信息|55栋
锡拉胡同23号院|(东城灯市口)锡拉胡同23号院|暂无参考均价|1990年建成|板楼|暂无信息|暂无信息|暂无信息|1栋
北沟沿|(东城东四)北沟沿|暂无参考均价|1984年建成|平房|暂无信息|无物业管理服务|无开发公司|44栋
东四十二条|(东城东四)东四十二条|暂无参考均价|暂无信息|塔楼|暂无信息|北京市东旭佳业物业管理有限责任公司|暂无信息|56栋
东堂子胡同57号院|(东城建国门内)东堂子胡同57号院|暂无参考均价|1988年建成|板楼|暂无信息|暂无信息|暂无信息|1栋
韶九胡同15号院|(东城灯市口)韶九胡同15号院|暂无参考均价|2001年建成|板楼/平房|暂无信息|北京均豪物业管理有限责任公司|北京万馨房地产开发有限公司|5栋
净土胡同|(东城安定门)净土胡同|暂无参考均价|2016年建成|未知类型|暂无信息|无物业管理服务|无开发商|49栋
东堂子胡同49号院|(东城建国门内)东堂子胡同49号院|暂无参考均价|1988年建成|板楼|暂无信息|暂无信息|暂无信息|3栋
武学胡同|(东城朝阳门内)武学胡同|暂无参考均价|1989年建成|平房|暂无信息|无物业管理服务|暂无信息|14栋
朝阳门内南小街|(东城金宝街)朝阳门内南小街|暂无参考均价|暂无信息|板楼|暂无信息|暂无信息|暂无信息|2栋
贡院9号|(东城建国门内)贡院西街9号|暂无参考均价|2009年建成|塔楼/板楼/塔板结合|8元/平米/月|北京鼎铭物业服务公司|北京莎玛房地产开发有限公司|3栋
大经厂西巷|(东城地安门)大经厂西巷|暂无参考均价|1960年建成|平房|暂无信息|无物业管理服务|无开发商|25栋
箭厂南巷|(东城安定门)箭厂南巷|暂无参考均价|1985年建成|板楼/平房|暂无信息|暂无信息|暂无信息|8栋
北锣鼓巷|(东城安定门)北锣鼓巷|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|55栋
民旺北胡同|(东城和平里)民旺北胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|1栋
东八宝胡同|(东城朝阳门内)东八宝胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|45栋
永恒胡同|(东城安定门)永恒胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|45栋
大羊宜宾胡同|(东城建国门内)大羊宜宾胡同|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|3栋
五道营胡同|(东城安定门)五道营胡同|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|40栋
红星胡同|(东城金宝街)红星胡同|暂无参考均价|1990年建成|板楼|暂无信息|暂无信息|暂无信息|2栋
骑河楼南巷|(东城灯市口)骑河楼南巷|暂无参考均价|1986年建成|板楼|暂无信息|暂无信息|暂无信息|9栋
东皇城根北街|(东城东四)东皇城根北街|暂无参考均价|1988年建成|板楼|暂无信息|暂无信息|暂无信息|8栋
育树胡同|(东城东直门)育树胡同|暂无参考均价|1988年建成|板楼/平房|暂无信息|暂无信息|暂无信息|11栋
史家胡同44号院|(东城金宝街)史家胡同44号院|暂无参考均价|1980年建成|板楼|0.5元/平米/月|单位自管物业|无开发商|1栋
炮局胡同|(东城东直门)炮局胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|北京城建集团有限责任公司|14栋
北剪子巷|(东城交道口)北剪子巷|暂无参考均价|2006年建成|平房|暂无信息|无物业管理服务|无开发商|40栋
小雅宝胡同|(东城朝阳门内)小雅宝胡同|暂无参考均价|1960年建成|平房|暂无信息|无物业管理服务|无开发公司|42栋
纳福胡同|(东城东四)纳福胡同|暂无参考均价|1980年建成|平房|暂无信息|无物业管理服务|无开发商|18栋
和平里东街11号|(东城和平里)和平里东街鸳鸯居|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|1栋
柴棒胡同|(东城安定门)柴棒胡同|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|9栋
东四五条|(东城东四)东四五条|暂无参考均价|1989年建成|板楼/平房|0.5元/平米/月|北京商建房地产开发公司物业管理中心|北京市城市改建综合开发总公司|81栋
东四南大街|(东城灯市口)东四南大街|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|63栋
藏经馆胡同|(东城东直门)藏经馆胡同|暂无参考均价|1985年建成|板楼/平房|暂无信息|暂无信息|暂无信息|18栋
官书院胡同|(东城安定门)官书院胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|46栋
北下洼子胡同|(东城地安门)北下洼子胡同|暂无参考均价|1960年建成|板楼/平房|暂无信息|无物业管理服务|无开发商|27栋
后永康胡同|(东城东直门)后永康胡同|暂无参考均价|1980年建成|平房|暂无信息|单位自管物业|北京市东城区住宅建设开发公司|15栋
国子监街|(东城安定门)国子监街|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|81栋
大格巷|(东城安定门)大格巷|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|23栋
月光胡同|(东城东四)月光胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|3栋
桂花胡同|(东城灯市口)桂花胡同|暂无参考均价|1939年建成|平房|暂无信息|无物业管理服务|无开发商|60栋
花园胡同29号院|(东城安定门)花园胡同29号院|暂无参考均价|1982年建成|板楼|暂无信息|暂无信息|暂无信息|3栋
花梗胡同19号院|(东城交道口)花梗胡同19号院|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|2栋
宝华里43号院|(东城永定门)宝华里43号院|暂无参考均价|1980年建成|板楼|暂无信息|暂无信息|暂无信息|4栋
南池子大街|(东城西单)南池子大街|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|73栋
红霞公寓|(东城东单)晨光街10号|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|1栋
黑芝麻胡同|(东城地安门)黑芝麻胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|12栋
外交部街30号院|(东城建国门内)外交部街30号院|暂无参考均价|1988年建成|板楼|暂无信息|暂无信息|暂无信息|2栋
西革新里120号院|(东城西罗园)西革新里120号院|暂无参考均价|1995年建成|板楼|暂无信息|暂无信息|暂无信息|4栋
西仓门胡同|(东城东四)西仓门胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|13栋
吉安所北巷|(东城东四)吉安所北巷|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|45栋
大雅宝胡同|(东城建国门内)大雅宝胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|66栋
东高房胡同|(东城东四)东高房胡同|暂无参考均价|2001年建成|未知类型|暂无信息|暂无信息|暂无信息|51栋
北池子大街|(东城灯市口)北池子大街|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|38栋
东公街|(东城地安门)东公街|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|15栋
安德里北街23号院|(东城安定门)安德里北街23号院|暂无参考均价|1985年建成|板楼|暂无信息|暂无信息|暂无信息|8栋
北新仓胡同12号院|(东城东直门)北新仓胡同12号院|暂无参考均价|1989年建成|板楼/塔板结合|暂无信息|暂无信息|暂无信息|6栋
春松胡同|(东城朝阳门内)春松胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|3栋
北新胡同|(东城东直门)北新胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|49栋
文丞相胡同|(东城交道口)文丞相胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|16栋
外交部街32号院|(东城建国门内)外交部街32号院|暂无参考均价|1988年建成|板楼|暂无信息|暂无信息|暂无信息|1栋
前肖家胡同|(东城安定门)前肖家胡同|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|5栋
砖儿胡同|(东城安定门)砖儿胡同|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|5栋
中医研究院|(东城东直门)中医研究院|暂无参考均价|1990年建成|塔楼/板楼|暂无信息|暂无信息|暂无信息|5栋
银河SOHO|(东城朝阳门内)南竹杆胡同2号|暂无参考均价|2010年建成|塔楼|12元/平米/月|北京锦融物业管理有限公司|北京SOHO有限公司|4栋
辛寺胡同|(东城东四)辛寺胡同|暂无参考均价|1970年建成|板楼/平房|暂无信息|无物业管理服务|无开发商|26栋
西罗圈胡同|(东城金宝街)西罗圈胡同|暂无参考均价|暂无信息|板楼|暂无信息|暂无信息|暂无信息|3栋
小菊胡同|(东城东四)小菊胡同|暂无参考均价|1990年建成|未知类型|暂无信息|暂无信息|暂无信息|34栋
新太仓二巷|(东城东四)新太仓二巷|暂无参考均价|1988年建成|平房|暂无信息|无物业管理服务|无开发公司|32栋
西革新里|(东城西罗园)西革新里|暂无参考均价|1995年建成|板楼|暂无信息|暂无信息|暂无信息|2栋
遂安伯|(东城金宝街)遂安伯|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|4栋
小鹁鸽胡同|(东城灯市口)小鹁鸽胡同|暂无参考均价|暂无信息|板楼/平房|暂无信息|单位自管物业|无开发商|6栋
青年湖别墅|(东城安定门)安定门外大街安德里北街|暂无参考均价|1997年建成|未知类型|暂无信息|暂无信息|暂无信息|4栋
秦老胡同|(东城地安门)秦老胡同|暂无参考均价|1999年建成|未知类型|暂无信息|暂无信息|暂无信息|41栋
灯市口北巷|(东城灯市口)灯市口北巷|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|无开发商|1栋
银闸胡同|(东城灯市口)银闸胡同|暂无参考均价|1985年建成|板楼|暂无信息|单位自管物业|暂无信息|7栋
炮局胡同甲34号院|(东城东直门)炮局胡同甲34号院|暂无参考均价|暂无信息|板楼|暂无信息|暂无信息|暂无信息|1栋
东安门大街|(东城东单)东安门大街|暂无参考均价|1986年建成|板楼|暂无信息|暂无信息|暂无信息|2栋
王府井大街|(东城灯市口)王府井大街|暂无参考均价|暂无信息|板楼/塔板结合/平房|暂无信息|暂无信息|暂无信息|13栋
琉璃井|(东城永定门)琉璃井|暂无参考均价|1980年建成|板楼|暂无信息|暂无信息|暂无信息|1栋
缎库胡同|(东城东单)缎裤胡同, 缎库胡同15号院|暂无参考均价|暂无信息|板楼|暂无信息|暂无信息|暂无信息|13栋
灵光东巷|(东城安定门)灵光东巷|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|45栋
箭厂胡同|(东城安定门)箭厂胡同|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|11栋
中绦胡同|(东城安定门)中绦胡同|暂无参考均价|暂无信息|板楼/平房|暂无信息|暂无信息|暂无信息|4栋
南水关胡同|(东城朝阳门内)南水关胡同|暂无参考均价|1980年建成|平房|暂无信息|无物业管理服务|北京城市建设工程开发有限公司|44栋
新太仓一巷|(东城东四)新太仓一巷|暂无参考均价|1980年建成|板楼|暂无信息|暂无信息|暂无信息|54栋
永外桃杨路|(东城永定门)永外桃杨路|暂无参考均价|1999年建成|板楼|暂无信息|单位自管物业|暂无信息|3栋
天坛东里北区|(东城天坛)天坛东里北区|暂无参考均价|1997年建成|板楼|暂无信息|暂无信息|北京天鸿置业有限公司|11栋
车辇店胡同32号院|(东城安定门)车辇店胡同32号院|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|1栋
西石槽胡同|(东城金宝街)西石槽胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|2栋
小草厂胡同|(东城灯市口)小草厂胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|1栋
青碳局胡同|(东城交道口)青碳局胡同|暂无参考均价|1960年建成|平房|暂无信息|无物业管理服务|暂无信息|8栋
前永康一巷|(东城东直门)前永康一巷|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|4栋
前拐棒胡同|(东城金宝街)前拐棒胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|23栋
炮局四条|(东城东直门)炮局四条|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|2栋
东门仓胡同|(东城朝阳门内)东门仓胡同|暂无参考均价|暂无信息|板楼|暂无信息|暂无信息|暂无信息|3栋
灯市东口|(东城灯市口)灯市东口|暂无参考均价|1990年建成|塔板结合|暂无信息|暂无信息|暂无信息|2栋
花园前巷|(东城安定门)花园前巷|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|5栋
花园东巷|(东城安定门)花园东巷|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|6栋
菜厂胡同|(东城东单)菜厂胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|4栋
柏林胡同|(东城东直门)柏林胡同|暂无参考均价|2012年建成|板楼|暂无信息|暂无信息|暂无信息|10栋
东交民巷10号院|(东城前门)崇文门西大街东交民巷10号院|暂无参考均价|1980年建成|板楼|暂无信息|街道办事处（委员会）代管物业|无开发商|3栋
箭厂北巷|(东城安定门)建厂北巷|暂无参考均价|暂无信息|平房|暂无信息|暂无信息|暂无信息|2栋
北湾子胡同|(东城东单)北湾子胡同|暂无参考均价|暂无信息|板楼|暂无信息|暂无信息|暂无信息|3栋
灯草胡同|(东城金宝街)灯草胡同|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|42栋
景山东街|(东城东四)景山东街|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|26栋
北口袋胡同|(东城灯市口)北口袋胡同|暂无参考均价|1980年建成|板楼|暂无信息|暂无信息|暂无信息|17栋
石雀胡同|(东城东四)石雀胡同|暂无参考均价|1988年建成|平房|暂无信息|无物业管理服务|无开发公司|28栋
后永康一巷|(东城东直门)后永康一巷|暂无参考均价|暂无信息|未知类型|暂无信息|暂无信息|暂无信息|5栋
东单三条|(东城东单)东单三条|暂无参考均价|1988年建成|板楼/塔板结合|暂无信息|暂无信息|暂无信息|2栋
九道湾东巷|(东城东四)九道湾东巷|暂无参考均价|2016年建成|未知类型|暂无信息|暂无信息|暂无信息|6栋
九道湾南巷|(东城东四)九道湾南巷|暂无参考均价|1988年建成|平房|暂无信息|无物业管理服务|无开发公司|31栋
